business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,business_code_enc,day_of_cleardate,month_of_cleardate,year_of_cleardate,day_of_postingdate,month_of_postingdate,year_of_postingdate,day_of_due,month_of_due,year_of_due,day_of_createdate,month_of_createdate,year_of_createdate,cust_payment_terms_enc,name_customer_enc,Aging Bucket
U001,200705742,DOT in,2020-05-07 04:57:27.500000000,2020.0,1930814577.0,2020-04-23 00:00:00.000000000,2020-05-13 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAD1,3188.72,65,,,,23,4,2020,13,5,2020,23,4,2020,28,837,
U001,200769623,WAL-MAR systems,2020-06-10 17:57:36.750000000,2020.0,1930879640.0,2020-05-11 00:00:00.000000000,2020-05-26 00:00:00.000000000,2020-05-11 00:00:00.000000000,NAH4,47556.5,65,,,,11,5,2020,26,5,2020,11,5,2020,34,2981,16-30
U001,200769623,WAL-MAR systems,2020-05-27 13:24:05.500000000,2020.0,1930802226.0,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAH4,355.93,65,,,,20,4,2020,5,5,2020,20,4,2020,34,2981,16-30
CA02,140104409,LOB foundation,2020-04-23 23:33:25.812500000,2020.0,2960622254.0,2020-03-26 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-04-03 00:00:00.000000000,CA10,4610.6759999999995,65,,,,26,3,2020,13,4,2020,3,4,2020,5,1648,0-15
U001,200704045,RA corporation,2020-05-23 13:43:51.625000000,2020.0,1930855337.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAA8,37178.54,65,,,,4,5,2020,19,5,2020,4,5,2020,21,2231,0-15
U001,200769623,WAL-MAR corporation,2020-04-30 00:54:53.375000000,2020.0,1930723191.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAH4,42988.18,65,,,,31,3,2020,15,4,2020,31,3,2020,34,2977,16-30
U001,200769623,WAL-MAR corporation,2020-05-30 19:10:26.625000000,2020.0,1930847688.0,2020-05-03 00:00:00.000000000,2020-05-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,NAH4,13242.28,65,,,,3,5,2020,18,5,2020,3,5,2020,34,2977,0-15
U001,100021540,MASTER associates,2020-05-04 06:10:32.210937500,2020.0,1930825369.0,2020-04-24 00:00:00.000000000,2020-05-04 00:00:00.000000000,2020-04-24 00:00:00.000000000,NA10,41543.75,65,,,,24,4,2020,4,5,2020,24,4,2020,11,1753,0-15
CA02,140104429,COSTCO foundation,2020-04-09 15:43:01.500000000,2020.0,2960621408.0,2020-03-16 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-18 00:00:00.000000000,CA10,41315.435,65,,,,16,3,2020,28,3,2020,18,3,2020,5,631,0-15
U001,200705742,DOT us,2020-03-24 08:00:55.406250000,2020.0,1930576842.0,2020-02-27 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-02-27 00:00:00.000000000,NA32,15547.6,65,,,,27,2,2020,30,3,2020,27,2,2020,14,841,
U001,200762301,C&S WH llc,2020-03-26 21:39:58.445312500,2020.0,1930629348.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAC6,7901.99,65,,,,11,3,2020,26,3,2020,11,3,2020,26,452,0-15
U013,100009932,SYSCO IN associates,2020-04-15 16:20:01.441406250,2020.0,1991841227.0,2020-03-16 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAVE,32167.82,65,,,,16,3,2020,15,4,2020,16,3,2020,54,2733,0-15
U001,200769623,WAL-MAR llc,2020-04-07 20:06:45.125000000,2020.0,1930624204.0,2020-03-09 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAH4,44686.42,65,,,,9,3,2020,24,3,2020,9,3,2020,34,2980,0-15
U001,200769623,WAL-MAR ,2020-04-28 18:45:59.500000000,2020.0,1930723065.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAH4,16274.78,65,,,,1,4,2020,16,4,2020,1,4,2020,34,2973,0-15
U001,200230690,DECA us,2020-03-21 09:20:51.140625000,2020.0,1930599722.0,2020-03-04 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAM4,2672.36,65,,,,4,3,2020,24,3,2020,1,3,2020,38,735,
U001,200152991,JET foundation,2020-03-24 21:29:58.578125000,2020.0,1930595973.0,2020-03-03 00:00:00.000000000,2020-03-23 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAD1,1513.3,65,,,,3,3,2020,23,3,2020,3,3,2020,28,1397,0-15
U001,200794332,COST corporation,2020-03-28 20:24:16.187500000,2020.0,1930647562.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAAX,36479.79,65,,,,13,3,2020,28,3,2020,13,3,2020,23,619,0-15
U001,100031704,DELHAIZE ,2020-03-28 09:20:43.140625000,2020.0,1930641400.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAA8,105219.75,65,,,,11,3,2020,26,3,2020,11,3,2020,21,741,0-15
U001,200729290,KROGER corporation,2020-05-12 20:59:01.281250000,2020.0,1930818642.0,2020-04-24 00:00:00.000000000,2020-05-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,NAA8,60821.6,65,,,,24,4,2020,9,5,2020,24,4,2020,21,1573,0-15
U013,100053763,MASSY D co,2020-05-08 04:31:23.875000000,2020.0,1991841451.0,2020-04-09 00:00:00.000000000,2020-05-09 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAVE,4563.0,65,,,,9,4,2020,9,5,2020,9,4,2020,54,1746,
U001,200799180,CHEN in,2020-03-26 10:34:26.656250000,2020.0,1930616766.0,2020-03-09 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAA8,37329.07,65,,,,9,3,2020,24,3,2020,9,3,2020,21,509,0-15
U001,200736337,SYSCO F foundation,2020-05-19 06:22:50.906250000,2020.0,1930829633.0,2020-05-01 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAA8,3835.48,65,,,,1,5,2020,16,5,2020,1,5,2020,21,2715,0-15
U001,200769623,WAL-MAR co,2020-03-30 05:57:44.000000000,2020.0,1930575712.0,2020-02-27 00:00:00.000000000,2020-03-13 00:00:00.000000000,2020-02-27 00:00:00.000000000,NAH4,1164.87,65,,,,27,2,2020,13,3,2020,27,2,2020,34,2975,16-30
U001,200739534,OK systems,2020-04-13 22:31:26.593750000,2020.0,1930705237.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAA8,105178.68,65,,,,25,3,2020,9,4,2020,25,3,2020,21,2008,0-15
U001,200077943,HERR co,2020-05-03 07:53:58.625000000,2020.0,1930713401.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAA8,71248.8,65,,,,31,3,2020,15,4,2020,31,3,2020,21,2895,16-30
U001,200769623,WAL-MAR co,2020-04-09 10:48:30.250000000,2020.0,1930622736.0,2020-03-10 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAH4,35178.44,65,,,,10,3,2020,25,3,2020,10,3,2020,34,2975,16-30
U001,200777735,NASH  corp,2020-04-12 05:53:21.968750000,2020.0,1930723362.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAA8,7098.49,65,,,,2,4,2020,17,4,2020,2,4,2020,21,1941,
U001,200762301,C&S WH corporation,2020-03-17 16:52:43.015625000,2020.0,1930581608.0,2020-02-29 00:00:00.000000000,2020-03-15 00:00:00.000000000,2020-02-29 00:00:00.000000000,NAC6,30731.01,65,,,,29,2,2020,15,3,2020,29,2,2020,26,449,0-15
U001,200769623,WAL-MAR associates,2020-05-28 22:00:02.250000000,2020.0,1930835857.0,2020-04-29 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,NAH4,3984.48,65,,,,29,4,2020,14,5,2020,29,4,2020,34,2974,0-15
U001,200769623,WAL-MAR systems,2020-04-27 09:05:08.625000000,2020.0,1930709077.0,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAH4,49025.82,65,,,,28,3,2020,12,4,2020,28,3,2020,34,2981,16-30
U001,200769623,WAL-MAR us,2020-04-04 01:50:51.500000000,2020.0,1930594113.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAH4,66082.99,65,,,,4,3,2020,19,3,2020,4,3,2020,34,2983,16-30
U001,200769623,WAL-MAR associates,2020-05-16 05:22:34.375000000,2020.0,1930796908.0,2020-04-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAH4,1414.69,65,,,,16,4,2020,1,5,2020,16,4,2020,34,2974,16-30
CA02,140104409,LOB associates,2020-04-28 22:10:10.625000000,2020.0,2960626047.0,2020-04-05 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-07 00:00:00.000000000,CA10,61084.043999999994,65,,,,5,4,2020,17,4,2020,7,4,2020,5,1644,0-15
U001,200769623,WAL-MAR systems,2020-05-06 00:19:51.250000000,2020.0,1930751108.0,2020-04-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,2020-04-05 00:00:00.000000000,NAH4,33101.38,65,,,,5,4,2020,20,4,2020,5,4,2020,34,2981,16-30
U001,200729290,KROGER corporation,2020-04-01 00:39:40.187500000,2020.0,1930638438.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAA8,11656.58,65,,,,12,3,2020,27,3,2020,12,3,2020,21,1573,0-15
U001,200020431,DEC us,2020-05-25 18:51:25.109375000,2020.0,1930859928.0,2020-05-05 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAM4,229.44,65,,,,5,5,2020,24,5,2020,1,5,2020,38,724,0-15
U001,200726979,BJ'S  llc,2020-04-12 17:39:16.750000000,2020.0,1930675255.0,2020-03-20 00:00:00.000000000,2020-04-04 00:00:00.000000000,2020-03-20 00:00:00.000000000,NAA8,359.69,65,,,,20,3,2020,4,4,2020,20,3,2020,21,340,0-15
U001,200759878,SA systems,2020-05-16 13:42:03.593750000,2020.0,1930622829.0,2020-03-09 00:00:00.000000000,2020-05-13 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAGD,3191.4,65,,,,9,3,2020,13,5,2020,9,3,2020,33,2368,0-15
U001,200772670,ASSOCIAT systems,2020-04-03 15:21:37.703125000,2020.0,1930669794.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAU5,7587.35,65,,,,18,3,2020,2,4,2020,18,3,2020,46,199,0-15
U001,200776463,KROGE foundation,2020-05-03 09:46:22.312500000,2020.0,1930780690.0,2020-04-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,2020-04-13 00:00:00.000000000,NAA8,131751.56,65,,,,13,4,2020,28,4,2020,13,4,2020,21,1563,0-15
U001,200799367,MCL associates,2020-05-27 18:45:42.000000000,2020.0,1930872192.0,2020-05-07 00:00:00.000000000,2020-05-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAA8,81354.5,65,,,,7,5,2020,22,5,2020,7,5,2020,21,1797,0-15
U001,200759878,SA systems,2020-04-23 08:31:57.406250000,2020.0,1930740014.0,2020-04-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,2020-04-04 00:00:00.000000000,NAH4,32698.8,65,,,,4,4,2020,19,4,2020,4,4,2020,34,2368,0-15
U001,200353024,DECA corporation,2020-03-05 17:22:00.578125000,2020.0,1930606646.0,2020-03-05 00:00:00.000000000,2020-03-08 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAM1,8224.26,65,,,,5,3,2020,8,3,2020,1,3,2020,35,729,
U001,200726979,BJ'S  in,2020-03-28 02:56:37.851562500,2020.0,1930637739.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAA8,476.92,65,,,,12,3,2020,27,3,2020,12,3,2020,21,339,0-15
CA02,140104440,SO corp,2020-04-26 09:39:13.125000000,2020.0,2960626405.0,2020-04-02 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-04-03 00:00:00.000000000,CA10,55272.119,65,,,,2,4,2020,13,4,2020,3,4,2020,5,2534,0-15
U001,200759878,SA corporation,2020-05-25 23:29:29.421875000,2020.0,1930756203.0,2020-04-08 00:00:00.000000000,2020-05-23 00:00:00.000000000,2020-04-08 00:00:00.000000000,NAWP,125908.33,65,,,,8,4,2020,23,5,2020,8,4,2020,62,2364,0-15
U001,200711029,WEGMAN in,2020-05-11 07:41:10.875000000,2020.0,1930750176.0,2020-04-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-08 00:00:00.000000000,NAA8,2267.39,65,,,,8,4,2020,23,4,2020,8,4,2020,21,3007,16-30
U001,200752302,KROGER associates,2020-04-24 20:16:47.968750000,2020.0,1930740344.0,2020-04-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,2020-04-05 00:00:00.000000000,NAA8,65594.97,65,,,,5,4,2020,20,4,2020,5,4,2020,21,1570,0-15
U001,200418007,AM ,2020-05-03 04:20:38.875000000,2020.0,1930802768.0,2020-04-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAA8,24960.0,65,,,,21,4,2020,6,5,2020,21,4,2020,21,96,
U001,200020431,DEC associates,2020-03-21 02:50:57.203125000,2020.0,1930605345.0,2020-03-05 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAM4,3478.16,65,,,,5,3,2020,24,3,2020,1,3,2020,38,715,
CA02,140104340,COLABOR  ,2020-04-12 13:51:17.500000000,2020.0,2960624307.0,2020-03-24 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-26 00:00:00.000000000,CA10,6760.446,65,,,,24,3,2020,5,4,2020,26,3,2020,5,562,0-15
U001,200726979,BJ'S  corp,2020-04-24 06:15:04.562500000,2020.0,1930752466.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAA8,190.38,65,,,,3,4,2020,18,4,2020,3,4,2020,21,336,0-15
U001,200769623,WAL-MAR us,2020-04-29 10:57:33.125000000,2020.0,1930726931.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAH4,46660.46,65,,,,1,4,2020,16,4,2020,1,4,2020,34,2983,0-15
U001,200769623,WAL-MAR corp,2020-05-26 05:13:50.500000000,2020.0,1930798083.0,2020-04-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,NAH4,61.29,65,,,,19,4,2020,4,5,2020,19,4,2020,34,2976,16-30
U001,200780383,MEIJ co,2020-03-18 15:57:05.250000000,2020.0,1930584882.0,2020-03-01 00:00:00.000000000,2020-03-16 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAA8,154565.53,65,,,,1,3,2020,16,3,2020,1,3,2020,21,1834,0-15
U001,2013,KRAFT F associates,2020-04-05 02:52:42.750000000,2020.0,1930570342.0,2020-02-27 00:00:00.000000000,2020-02-27 00:00:00.000000000,2020-02-27 00:00:00.000000000,NAX2,14360.96,65,,,,27,2,2020,27,2,2020,27,2,2020,64,1519,31-45
U001,100031704,DELHAIZE trust,2020-05-01 12:58:23.031250000,2020.0,1930789449.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAA8,74794.5,65,,,,15,4,2020,30,4,2020,15,4,2020,21,750,0-15
U001,200592182,DECA associates,2020-03-22 06:03:57.375000000,2020.0,1930690496.0,2020-03-25 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAM2,7749.38,65,,,,25,3,2020,26,3,2020,16,3,2020,36,726,
U001,200744019,TARG co,2020-04-06 07:28:29.625000000,2020.0,1930653687.0,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAA8,4970.2,65,,,,16,3,2020,31,3,2020,16,3,2020,21,2769,0-15
U001,200769623,WAL-MAR llc,2020-04-24 02:01:54.125000000,2020.0,1930692365.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAH4,37995.86,65,,,,25,3,2020,9,4,2020,25,3,2020,34,2980,16-30
U001,200726979,BJ'S  corporation,2020-04-29 08:55:12.906250000,2020.0,1930779467.0,2020-04-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,2020-04-13 00:00:00.000000000,NAA8,442.2,65,,,,13,4,2020,28,4,2020,13,4,2020,21,337,0-15
CA02,140105847,GORDON F ,2020-05-18 19:26:38.750000000,2020.0,2960630524.0,2020-04-24 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-25 00:00:00.000000000,CA10,2992.0799999999995,65,,,,24,4,2020,5,5,2020,25,4,2020,5,1115,0-15
U001,200769623,WAL-MAR corporation,2020-06-04 09:54:43.250000000,2020.0,1930855633.0,2020-05-05 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,NAH4,4766.39,65,,,,5,5,2020,20,5,2020,5,5,2020,34,2977,16-30
U001,200769623,WAL-MAR corporation,2020-04-16 08:52:52.375000000,2020.0,1930664202.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAH4,3228.13,65,,,,17,3,2020,1,4,2020,17,3,2020,34,2977,16-30
U001,200290370,BARGAIN  corporation,2020-04-10 03:32:35.289062500,2020.0,1930683797.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAA8,13824.0,65,,,,25,3,2020,9,4,2020,25,3,2020,21,246,0-15
U001,200794332,COST us,2020-04-18 01:12:58.859375000,2020.0,1930725446.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAAX,8793.09,65,,,,2,4,2020,17,4,2020,2,4,2020,23,625,0-15
U001,200418007,AM co,2020-05-14 14:10:56.218750000,2020.0,1930843446.0,2020-05-03 00:00:00.000000000,2020-05-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,NAA8,1640.82,65,,,,3,5,2020,18,5,2020,3,5,2020,21,98,
U001,200707822,PUBLI llc,2020-04-30 15:40:46.093750000,2020.0,1930776844.0,2020-04-11 00:00:00.000000000,2020-04-26 00:00:00.000000000,2020-04-11 00:00:00.000000000,NAA8,80483.28,65,,,,11,4,2020,26,4,2020,11,4,2020,21,2200,0-15
U001,200752302,KROGER systems,2020-03-26 23:25:55.750000000,2020.0,1930608147.0,2020-03-07 00:00:00.000000000,2020-03-22 00:00:00.000000000,2020-03-07 00:00:00.000000000,NAA8,96021.62,65,,,,7,3,2020,22,3,2020,7,3,2020,21,1577,0-15
U001,200230690,DECA associates,2020-03-21 07:21:45.984375000,2020.0,1930600002.0,2020-03-04 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAM4,1016.76,65,,,,4,3,2020,24,3,2020,1,3,2020,38,726,
U001,200726979,BJ'S  us,2020-05-04 01:43:07.125000000,2020.0,1930780220.0,2020-04-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,2020-04-13 00:00:00.000000000,NAA8,298.62,65,,,,13,4,2020,28,4,2020,13,4,2020,21,343,0-15
U001,200772670,ASSOCIAT ,2020-05-21 05:34:21.093750000,2020.0,1930657232.0,2020-03-16 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAGD,292.79,65,,,,16,3,2020,20,5,2020,16,3,2020,33,191,0-15
U001,200799367,MCL foundation,2020-04-13 00:32:57.000000000,2020.0,1930660496.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAA8,23362.19,65,,,,23,3,2020,7,4,2020,23,3,2020,21,1801,0-15
U001,200936373,SUPE ,2020-04-14 16:23:33.531250000,2020.0,1930708758.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAA8,154972.96,65,,,,26,3,2020,10,4,2020,26,3,2020,21,2633,0-15
U001,200230690,DECA systems,2020-04-19 12:56:17.906250000,2020.0,1930808513.0,2020-04-21 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAM1,4069.05,65,,,,21,4,2020,23,4,2020,16,4,2020,35,733,
U001,200769623,WAL-MAR co,2020-05-22 02:40:20.375000000,2020.0,1930808707.0,2020-04-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,NAH4,9295.29,65,,,,22,4,2020,7,5,2020,22,4,2020,34,2975,16-30
U001,200793568,SUPE co,2020-04-21 17:37:59.625000000,2020.0,1930726880.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAA8,49134.73,65,,,,31,3,2020,15,4,2020,31,3,2020,21,2635,0-15
CA02,140104225,SAVE-ON- corporation,2020-04-10 12:18:40.062500000,2020.0,2960622531.0,2020-03-20 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-20 00:00:00.000000000,CA10,66282.993,65,,,,20,3,2020,30,3,2020,20,3,2020,5,2404,0-15
U001,200769623,WAL-MAR us,2020-03-30 18:32:04.625000000,2020.0,1930577624.0,2020-02-29 00:00:00.000000000,2020-03-15 00:00:00.000000000,2020-02-29 00:00:00.000000000,NAH4,18107.65,65,,,,29,2,2020,15,3,2020,29,2,2020,34,2983,16-30
U001,200782001,GORDO associates,2020-04-10 06:06:00.000000000,2020.0,1930674649.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAA8,57249.4,65,,,,23,3,2020,7,4,2020,23,3,2020,21,1105,0-15
U001,200726979,BJ'S  corp,2020-04-03 09:35:58.000000000,2020.0,1930658318.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAA8,9222.81,65,,,,18,3,2020,2,4,2020,18,3,2020,21,336,0-15
U001,200743123,KROGER us,2020-05-10 00:50:01.656250000,2020.0,1930799195.0,2020-04-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAA8,16818.28,65,,,,21,4,2020,6,5,2020,21,4,2020,21,1579,0-15
U001,200729290,KROGER corporation,2020-04-27 07:31:01.687500000,2020.0,1930759999.0,2020-04-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-08 00:00:00.000000000,NAA8,28485.01,65,,,,8,4,2020,23,4,2020,8,4,2020,21,1573,0-15
U001,200782669,SYGMA in,2020-05-24 20:06:49.437500000,2020.0,1930858165.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAA8,21520.88,65,,,,4,5,2020,19,5,2020,4,5,2020,21,2680,0-15
U001,200706844,WINC trust,2020-05-02 17:58:21.875000000,2020.0,1930718951.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAA8,42607.76,65,,,,31,3,2020,15,4,2020,31,3,2020,21,3042,16-30
U001,200796637,MERCH associates,2020-04-26 12:22:12.125000000,2020.0,1930691338.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAA8,48735.45,65,,,,24,3,2020,8,4,2020,24,3,2020,21,2895,16-30
U001,200353024,DECA us,2020-05-21 21:30:54.015625000,2020.0,1930879090.0,2020-05-08 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAM4,3193.86,65,,,,8,5,2020,24,5,2020,1,5,2020,38,735,
U001,200780825,SYSCO FO systems,2020-05-07 00:01:55.375000000,2020.0,1930794508.0,2020-04-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAA8,11988.61,65,,,,16,4,2020,1,5,2020,16,4,2020,21,2729,0-15
U001,200769623,WAL-MAR trust,2020-05-11 01:17:10.000000000,2020.0,1930773606.0,2020-04-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,2020-04-10 00:00:00.000000000,NAH4,20050.72,65,,,,10,4,2020,25,4,2020,10,4,2020,34,2982,16-30
U001,200726979,BJ'S  associates,2020-04-25 22:35:31.968750000,2020.0,1930751839.0,2020-04-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,2020-04-05 00:00:00.000000000,NAA8,63.46,65,,,,5,4,2020,20,4,2020,5,4,2020,21,334,0-15
U001,200769623,WAL-MAR llc,2020-04-27 02:01:43.000000000,2020.0,1930713823.0,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAH4,1991.84,65,,,,28,3,2020,12,4,2020,28,3,2020,34,2980,16-30
U001,200769623,WAL-MAR us,2020-04-06 02:10:34.875000000,2020.0,1930619126.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAH4,478.73,65,,,,6,3,2020,21,3,2020,6,3,2020,34,2983,16-30
U001,200793568,SUPE associates,2020-04-27 00:27:02.968750000,2020.0,1930760314.0,2020-04-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAA8,1384.72,65,,,,7,4,2020,22,4,2020,7,4,2020,21,2634,0-15
U001,200762301,C&S WH in,2020-04-15 19:23:18.257812500,2020.0,1930723688.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAC6,15451.77,65,,,,31,3,2020,15,4,2020,31,3,2020,26,451,0-15
U001,200769623,WAL-MAR in,2020-05-05 10:41:49.250000000,2020.0,1930749608.0,2020-04-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,2020-04-05 00:00:00.000000000,NAH4,1792.66,65,,,,5,4,2020,20,4,2020,5,4,2020,34,2979,16-30
U001,200780383,MEIJ us,2020-04-06 05:15:28.750000000,2020.0,1930664890.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAA8,89400.31,65,,,,17,3,2020,1,4,2020,17,3,2020,21,1842,0-15
U001,100030964,NATURA corp,2020-03-22 17:41:18.500000000,2020.0,1930642801.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAA8,25225.2,65,,,,12,3,2020,27,3,2020,12,3,2020,21,1957,
U001,200785971,SYSCO  associates,2020-05-21 10:53:40.375000000,2020.0,1930844390.0,2020-05-01 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAA8,3005.74,65,,,,1,5,2020,16,5,2020,1,5,2020,21,2700,0-15
U001,200132251,SUPERB llc,2020-06-05 13:24:06.125000000,2020.0,1930833419.0,2020-05-01 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAA8,123.3,65,,,,1,5,2020,16,5,2020,1,5,2020,21,2895,16-30
